order_id,order_date,year,month,salesperson,client_name,client_segment,client_city,region,product_name,product_category,quantity,unit_price,discount_pct,discount_amount,gross_revenue,net_revenue,channel,is_returned,return_date,monthly_target
DM-014130,2005-01-07,2005,1,Dwight Schrute,Utica Law Firm #1,Mid-Market,Scranton,Northeast,Printer Ink - Color,Ink & Toner,1,79.97,0.2,20.8,103.96,83.17,Direct,False,,150.5
DM-014129,2005-01-07,2005,1,Dwight Schrute,Akron Manufacturing #17,SMB,Scranton,Northeast,File Folders (Box),Office Supplies,13,38.08,0.2,99.0,494.98,395.98,Email,False,,80.25
DM-010023,2005-01-08,2005,1,Dwight Schrute,Utica Manufacturing #78,Enterprise,Philadelphia,Mid-Atlantic,DM Executive Binder,Office Supplies,6,33.17,0.0,0.0,215.64,215.64,Direct,False,,67.9
DM-011930,2005-01-09,2005,1,Jim Halpert,Nashua Dental #4,Mid-Market,Scranton,Northeast,Stapler - Heavy Duty,Office Supplies,10,49.8,0.0,0.0,498.1,498.1,Email,False,,87.35
DM-010016,2005-01-09,2005,1,Phyllis Vance,Scranton Manufacturing #57,Enterprise,Ithaca,Northeast,Cardstock - White (Pack),Paper,6,53.9,0.0,0.0,323.38,323.38,Email,False,,104.5
DM-010031,2005-01-09,2005,1,Dwight Schrute,Albany Paper Supply #5,SMB,Scranton,Northeast,Copy Paper - Premium (Case),Paper,3,134.35,0.15,52.39,349.31,296.92,Phone,False,,287.45
DM-010033,2005-01-09,2005,1,Dwight Schrute,Scranton Accounting #6,Mid-Market,Harrisburg,Mid-Atlantic,Manila Folders (Pack),Office Supplies,3,24.5,0.0,0.0,63.7,63.7,Referral,False,,52.22
DM-011921,2005-01-10,2005,1,Dwight Schrute,Utica Law Firm #52,SMB,Scranton,Northeast,Recycled Paper - Letter (Case),Paper,6,103.88,0.0,0.0,675.12,675.12,Referral,False,,183.95
DM-011922,2005-01-11,2005,1,Jim Halpert,Albany Logistics #19,Education,Lewistown,Mid-Atlantic,Copy Paper - Premium (Case),Paper,3,144.3,0.0,0.0,432.92,432.92,Referral,False,,252.95
DM-014133,2005-01-12,2005,1,Dwight Schrute,Utica Law Firm #1,SMB,Scranton,Northeast,Color Copy Paper (Pack),Paper,13,75.0,0.05,48.75,975.1,926.35,Direct,True,2005-02-04,145.48
DM-001010,2005-01-13,2005,1,Jim Halpert,Utica Paper Supply #92,Mid-Market,Scranton,Northeast,Laser Toner - Black,Ink & Toner,2,240.92,0.15,72.28,481.82,409.55,Email,False,,1034.88
DM-001027,2005-01-13,2005,1,Dwight Schrute,Albany Logistics #9,Internal,Stamford,Northeast,DM Executive Binder,Office Supplies,3,30.88,0.0,0.0,80.24,80.24,Direct,False,,149.38
DM-006271,2005-01-13,2005,1,Dwight Schrute,Albany Paper Supply #5,Enterprise,Pittsburgh,Mid-Atlantic,Sticky Notes (Pack),Office Supplies,3,18.7,0.05,2.44,48.59,46.15,Direct,False,,55.55
DM-006269,2005-01-14,2005,1,Stanley Hudson,Buffalo Logistics #233,Mid-Market,Philadelphia,Mid-Atlantic,Specialty Paper - Glossy (Pack),Paper,5,87.5,0.2,87.5,437.5,350.0,Referral,False,,278.0
DM-001003,2005-01-14,2005,1,Phyllis Vance,Utica Logistics #45,Mid-Market,Philadelphia,Mid-Atlantic,DM Executive Binder,Office Supplies,1,34.85,0.0,0.0,34.85,34.85,Direct,False,,149.38
DM-018924,2005-01-15,2005,1,Stanley Hudson,Syracuse Manufacturing #41,SMB,Scranton,Northeast,Specialty Paper - Glossy (Pack),Paper,5,82.55,0.05,20.65,412.75,392.1,Direct,False,,131.7
DM-001014,2005-01-15,2005,1,Jim Halpert,Rochester Law Firm #195,Mid-Market,Philadelphia,Mid-Atlantic,Copy Paper - Tabloid (Case),Paper,24,166.58,0.0,0.0,3997.58,3997.58,Email,False,,724.38
DM-010021,2005-01-16,2005,1,Ryan Howard,Buffalo Paper Supply #2,Mid-Market,Scranton,Northeast,Copy Paper - Premium (Case),Paper,1,133.0,0.0,0.0,159.6,159.6,Direct,False,,287.45
DM-010035,2005-01-16,2005,1,Dwight Schrute,Nashua Dental #99,Government,Dunmore,Northeast,Recycled Paper - Letter (Case),Paper,5,93.68,0.0,0.0,487.04,487.04,Direct,False,,209.05
DM-006270,2005-01-17,2005,1,Ryan Howard,Nashua Law Firm #265,Education,Syracuse,Northeast,Cardstock - White (Pack),Paper,1,47.58,0.0,0.0,57.08,57.08,Phone,False,,158.82
DM-010028,2005-01-17,2005,1,Jim Halpert,Buffalo Logistics #60,Mid-Market,New York,Northeast,Specialty Paper - Glossy (Pack),Paper,6,81.42,0.1,48.88,488.62,439.75,Phone,False,,182.9
DM-001017,2005-01-17,2005,1,Phyllis Vance,Utica Medical Center #211,SMB,Scranton,Northeast,Manila Folders (Pack),Office Supplies,1,26.02,0.05,1.3,26.02,24.72,Phone,False,,114.88
DM-001009,2005-01-18,2005,1,Jim Halpert,Utica Law Firm #52,Education,Lewistown,Mid-Atlantic,Printer Ink - Color,Ink & Toner,2,78.2,0.0,0.0,156.38,156.38,Email,False,,344.88
DM-001023,2005-01-18,2005,1,Dwight Schrute,Buffalo Logistics #60,SMB,Carbondale,Northeast,Printer Ink - Color,Ink & Toner,3,69.82,0.05,9.07,181.54,172.48,Trade Show,False,,344.88
DM-001001,2005-01-18,2005,1,Stanley Hudson,Buffalo Accounting #73,SMB,Carbondale,Northeast,Copy Paper - Premium (Case),Paper,3,127.12,0.0,0.0,381.4,381.4,Direct,False,,632.38
DM-001015,2005-01-18,2005,1,Jim Halpert,Utica Law Firm #1,Government,Dunmore,Northeast,Laser Toner - Black,Ink & Toner,4,211.0,0.0,0.0,843.97,843.97,Referral,False,,1034.88
DM-001025,2005-01-19,2005,1,Jim Halpert,Albany Paper Supply #5,Enterprise,Pittsburgh,Mid-Atlantic,Shredder Bags (Pack),Office Supplies,2,37.33,0.0,0.0,74.62,74.62,Email,False,,172.38
DM-010025,2005-01-19,2005,1,Dwight Schrute,Akron Manufacturing #11,Mid-Market,Philadelphia,Mid-Atlantic,DM Executive Binder,Office Supplies,16,31.0,0.0,0.0,483.47,483.47,Direct,False,,67.9
DM-001012,2005-01-19,2005,1,Stanley Hudson,Utica Law Firm #1,Enterprise,New York,Northeast,File Folders (Box),Office Supplies,2,43.15,0.05,4.32,86.32,82.0,Direct,False,,183.88
DM-011926,2005-01-20,2005,1,Dwight Schrute,Buffalo Dental #49,SMB,Scranton,Northeast,Sticky Notes (Pack),Office Supplies,4,17.15,0.05,3.35,66.85,63.5,Direct,False,,32.15
DM-010009,2005-01-20,2005,1,Jim Halpert,Buffalo Medical Center #42,Education,Lewistown,Mid-Atlantic,DM Executive Binder,Office Supplies,1,33.65,0.05,1.68,33.65,31.98,Direct,False,,67.9
DM-006263,2005-01-20,2005,1,Dwight Schrute,Nashua Law Firm #15,Government,Scranton,Northeast,Sticky Notes (Pack),Office Supplies,4,16.68,0.05,3.25,65.06,61.82,Email,False,,55.55
DM-001021,2005-01-20,2005,1,Phyllis Vance,Utica Law Firm #1,SMB,Scranton,Northeast,Envelopes - #10 (Box),Office Supplies,12,31.2,0.05,18.73,374.4,355.68,Direct,False,,137.88
DM-018921,2005-01-20,2005,1,Dwight Schrute,Buffalo Paper Supply #2,Enterprise,Tallahassee,Southeast,Laser Toner - Color,Ink & Toner,6,320.88,0.05,104.3,2085.62,1981.33,Direct,False,,451.6
DM-001008,2005-01-20,2005,1,Phyllis Vance,Utica Law Firm #1,Mid-Market,Scranton,Northeast,Color Copy Paper (Pack),Paper,5,68.58,0.0,0.0,342.85,342.85,Phone,False,,333.38
DM-014131,2005-01-20,2005,1,Dwight Schrute,Nashua Paper Supply #36,Enterprise,Pittsburgh,Mid-Atlantic,Printer Ink - Black,Ink & Toner,16,65.28,0.0,0.0,1018.42,1018.42,Referral,False,,125.4
DM-001007,2005-01-21,2005,1,Dwight Schrute,Nashua Accounting #93,SMB,Scranton,Northeast,Stapler - Heavy Duty,Office Supplies,3,45.28,0.0,0.0,117.68,117.68,Phone,False,,218.38
DM-001000,2005-01-21,2005,1,Stanley Hudson,Utica Law Firm #115,SMB,Scranton,Northeast,Cardstock - White (Pack),Paper,5,47.92,0.0,0.0,239.68,239.68,Email,False,,229.88
DM-001022,2005-01-22,2005,1,Dwight Schrute,Scranton Accounting #6,Enterprise,Ithaca,Northeast,Stapler - Heavy Duty,Office Supplies,13,47.1,0.0,0.0,612.4,612.4,Direct,False,,218.38
DM-018920,2005-01-22,2005,1,Dwight Schrute,Akron Accounting #13,Mid-Market,New York,Northeast,Copy Paper - Legal (Case),Paper,16,117.18,0.0,0.0,1828.03,1828.03,Phone,False,,180.62
DM-006262,2005-01-23,2005,1,Jim Halpert,Buffalo Accounting #8,Government,Dunmore,Northeast,DM Executive Binder,Office Supplies,2,32.75,0.0,0.0,65.48,65.48,Direct,False,,103.2
DM-010014,2005-01-23,2005,1,Phyllis Vance,Buffalo Logistics #58,SMB,Scranton,Northeast,Envelopes - #10 (Box),Office Supplies,1,28.42,0.0,0.0,28.42,28.42,Referral,False,,62.68
DM-010034,2005-01-24,2005,1,Stanley Hudson,Scranton Accounting #272,Enterprise,New York,Northeast,Copy Paper - Tabloid (Case),Paper,10,163.38,0.0,0.0,1633.62,1633.62,Trade Show,False,,329.28
DM-010032,2005-01-24,2005,1,Michael Scott,Utica Law Firm #1,Enterprise,Tallahassee,Southeast,Envelopes - #10 (Box),Office Supplies,1,27.68,0.15,2.49,16.61,14.12,Email,False,,62.68
DM-006264,2005-01-24,2005,1,Jim Halpert,Akron Dental #269,Enterprise,New York,Northeast,Copy Paper - Letter (Case),Paper,1,102.15,0.0,0.0,102.15,102.15,Phone,False,,341.58
DM-001016,2005-01-24,2005,1,Dwight Schrute,Nashua Dental #4,Enterprise,Tallahassee,Southeast,Laser Toner - Black,Ink & Toner,8,225.25,0.0,0.0,1756.95,1756.95,Email,False,,1034.88
DM-006260,2005-01-25,2005,1,Stanley Hudson,Buffalo Paper Supply #2,SMB,Scranton,Northeast,Pens - Ballpoint (Box),Office Supplies,2,22.98,0.05,2.3,45.95,43.65,Phone,False,,71.42
DM-001020,2005-01-25,2005,1,Jim Halpert,Albany Logistics #9,Government,Dunmore,Northeast,Specialty Paper - Glossy (Pack),Paper,1,89.7,0.15,13.45,89.7,76.25,Phone,False,,402.38
DM-018922,2005-01-26,2005,1,Ryan Howard,Utica Law Firm #182,Enterprise,Tallahassee,Southeast,Envelopes - #10 (Box),Office Supplies,1,31.52,0.0,0.0,37.84,37.84,Email,False,,45.12
DM-001004,2005-01-28,2005,1,Jim Halpert,Nashua Accounting #93,Internal,Utica,Northeast,Stapler - Heavy Duty,Office Supplies,2,44.0,0.0,0.0,88.02,88.02,Trade Show,False,,218.38
DM-006261,2005-01-28,2005,1,Stanley Hudson,Buffalo Dental #49,Enterprise,Ithaca,Northeast,Specialty Paper - Glossy (Pack),Paper,5,94.22,0.05,23.55,471.12,447.58,Phone,False,,278.0
DM-010030,2005-01-28,2005,1,Phyllis Vance,Akron Law Firm #178,Enterprise,Philadelphia,Mid-Atlantic,Laser Toner - Black,Ink & Toner,1,242.38,0.05,12.12,242.38,230.25,Direct,False,,470.4
DM-014132,2005-01-28,2005,1,Stanley Hudson,Utica Manufacturing #227,Education,Lewistown,Mid-Atlantic,Copy Paper - Legal (Case),Paper,12,112.58,0.2,270.17,1350.85,1080.68,Phone,False,,240.82
DM-011925,2005-01-28,2005,1,Jim Halpert,Albany Paper Supply #5,Mid-Market,New York,Northeast,Pens - Ballpoint (Box),Office Supplies,10,23.85,0.0,0.0,238.52,238.52,Email,False,,41.35
DM-001024,2005-01-28,2005,1,Dwight Schrute,Utica Logistics #29,Mid-Market,Scranton,Northeast,DM Executive Binder,Office Supplies,4,31.32,0.0,0.0,122.17,122.17,Email,False,,149.38
DM-006268,2005-01-28,2005,1,Dwight Schrute,Albany Logistics #193,Mid-Market,Harrisburg,Mid-Atlantic,Envelopes - #10 (Box),Office Supplies,1,27.75,0.2,7.22,36.08,28.86,Direct,False,,95.28
DM-014138,2005-02-01,2005,2,Ryan Howard,Nashua Medical Center #3,SMB,Scranton,Northeast,Copy Paper - Tabloid (Case),Paper,1,158.38,0.0,0.0,126.7,126.7,Direct,False,,288.6
DM-011932,2005-02-01,2005,2,Phyllis Vance,Akron Accounting #200,Enterprise,New York,Northeast,Shredder Bags (Pack),Office Supplies,4,36.32,0.15,21.78,145.25,123.48,Direct,False,,62.95
DM-006280,2005-02-02,2005,2,Dwight Schrute,Akron Dental #269,Enterprise,Scranton,Northeast,Copy Paper - Legal (Case),Paper,3,116.15,0.15,45.31,301.99,256.68,Direct,False,,348.15
DM-010041,2005-02-02,2005,2,Ryan Howard,Nashua Accounting #249,Education,Syracuse,Northeast,Manila Folders (Pack),Office Supplies,0,25.72,0.05,0.51,10.29,9.78,Email,False,,47.68
DM-001033,2005-02-02,2005,2,Dwight Schrute,Syracuse Logistics #181,Mid-Market,Scranton,Northeast,Copy Paper - Tabloid (Case),Paper,13,146.6,0.0,0.0,1905.83,1905.83,Phone,False,,661.4
DM-006277,2005-02-02,2005,2,Phyllis Vance,Akron Accounting #13,Enterprise,Philadelphia,Mid-Atlantic,Pens - Ballpoint (Box),Office Supplies,12,23.42,0.05,14.05,281.02,266.98,Direct,False,,65.22
DM-001030,2005-02-02,2005,2,Dwight Schrute,Buffalo Paper Supply #2,Government,Albany,Northeast,Color Copy Paper (Pack),Paper,1,71.2,0.15,13.88,92.56,78.69,Direct,False,,304.4
DM-001041,2005-02-02,2005,2,Stanley Hudson,Buffalo Accounting #8,Internal,Nashua,Northeast,Copy Paper - Premium (Case),Paper,3,132.57,0.0,0.0,397.7,397.7,Phone,False,,577.4
DM-010054,2005-02-03,2005,2,Dwight Schrute,Buffalo Logistics #58,Enterprise,Pittsburgh,Mid-Atlantic,Copy Paper - Letter (Case),Paper,6,114.3,0.05,37.15,742.95,705.8,Direct,False,,205.18
DM-001059,2005-02-05,2005,2,Stanley Hudson,Albany Paper Supply #138,SMB,Scranton,Northeast,Copy Paper - Letter (Case),Paper,2,107.05,0.1,21.4,214.1,192.7,Phone,False,,451.4
DM-018926,2005-02-05,2005,2,Dwight Schrute,Syracuse Dental #120,SMB,Scranton,Northeast,Stapler - Heavy Duty,Office Supplies,4,47.75,0.0,0.0,186.19,186.19,Direct,False,,65.25
DM-014140,2005-02-06,2005,2,Phyllis Vance,Nashua Dental #154,Mid-Market,Philadelphia,Mid-Atlantic,Specialty Paper - Glossy (Pack),Paper,4,83.42,0.0,0.0,333.68,333.68,Phone,False,,160.32
DM-001053,2005-02-07,2005,2,Jim Halpert,Utica Logistics #29,Education,Syracuse,Northeast,Stapler - Heavy Duty,Office Supplies,1,48.72,0.0,0.0,48.72,48.72,Email,False,,199.4
DM-001040,2005-02-07,2005,2,Stanley Hudson,Nashua Dental #4,SMB,Scranton,Northeast,DM Executive Binder,Office Supplies,5,34.3,0.05,8.58,171.55,162.98,Trade Show,False,,136.4
DM-001057,2005-02-07,2005,2,Jim Halpert,Akron Paper Supply #59,Enterprise,Pittsburgh,Mid-Atlantic,Copy Paper - Tabloid (Case),Paper,6,169.05,0.1,101.45,1014.38,912.92,Direct,False,,661.4
DM-010059,2005-02-07,2005,2,Jim Halpert,Nashua Accounting #249,Mid-Market,Scranton,Northeast,File Folders (Box),Office Supplies,24,38.1,0.05,45.72,914.68,868.95,Referral,False,,76.32
DM-014139,2005-02-07,2005,2,Jim Halpert,Buffalo Medical Center #42,Mid-Market,New York,Northeast,Copy Paper - Premium (Case),Paper,4,139.85,0.0,0.0,559.38,559.38,Direct,False,,251.95
DM-001062,2005-02-08,2005,2,Dwight Schrute,Rochester Paper Supply #126,Enterprise,Ithaca,Northeast,Cardstock - White (Pack),Paper,1,49.7,0.05,3.22,64.61,61.39,Direct,False,,209.9
DM-011934,2005-02-08,2005,2,Stanley Hudson,Syracuse Insurance #153,Government,Dunmore,Northeast,Envelopes - #10 (Box),Office Supplies,6,32.2,0.05,9.65,193.23,183.58,Referral,False,,50.35
DM-001037,2005-02-09,2005,2,Dwight Schrute,Akron Manufacturing #17,Enterprise,New York,Northeast,Recycled Paper - Letter (Case),Paper,13,106.05,0.0,0.0,1378.55,1378.55,Email,False,,419.9
DM-018927,2005-02-09,2005,2,Stanley Hudson,Nashua Dental #310,Education,Lewistown,Mid-Atlantic,Laser Toner - Color,Ink & Toner,5,289.68,0.15,217.27,1448.42,1231.15,Direct,False,,412.33
DM-018932,2005-02-09,2005,2,Stanley Hudson,Albany Dental #118,Mid-Market,New York,Northeast,Printer Ink - Black,Ink & Toner,6,63.7,0.05,19.1,382.18,363.08,Direct,False,,85.88
DM-001049,2005-02-09,2005,2,Stanley Hudson,Buffalo Medical Center #205,Government,Dunmore,Northeast,Copy Paper - Premium (Case),Paper,2,140.57,0.0,0.0,281.18,281.18,Phone,False,,577.4
DM-011937,2005-02-09,2005,2,Jim Halpert,Utica Insurance #38,Internal,Stamford,Northeast,Shredder Bags (Pack),Office Supplies,3,37.4,0.1,11.23,112.18,100.95,Email,False,,62.95
DM-001042,2005-02-09,2005,2,Phyllis Vance,Akron Manufacturing #11,Enterprise,Philadelphia,Mid-Atlantic,Color Copy Paper (Pack),Paper,3,74.85,0.05,11.23,224.58,213.35,Referral,False,,304.4
DM-001035,2005-02-09,2005,2,Jim Halpert,Buffalo Accounting #35,Education,Lewistown,Mid-Atlantic,Printer Ink - Black,Ink & Toner,5,59.88,0.0,0.0,299.32,299.32,Direct,False,,262.4
DM-014137,2005-02-10,2005,2,Dwight Schrute,Akron Manufacturing #11,Enterprise,Philadelphia,Mid-Atlantic,Laser Toner - Black,Ink & Toner,3,231.1,0.0,0.0,600.89,600.89,Email,True,2005-02-13,412.33
DM-014134,2005-02-10,2005,2,Phyllis Vance,Buffalo Accounting #73,Enterprise,Philadelphia,Mid-Atlantic,Laser Toner - Color,Ink & Toner,3,288.27,0.05,43.25,864.85,821.6,Email,False,,549.78
DM-001056,2005-02-10,2005,2,Dwight Schrute,Albany Dental #145,SMB,Scranton,Northeast,Laser Toner - Color,Ink & Toner,4,303.82,0.05,59.25,1184.88,1125.64,Phone,False,,1259.9
DM-010055,2005-02-10,2005,2,Ryan Howard,Buffalo Paper Supply #2,Mid-Market,New York,Northeast,Copy Paper - Tabloid (Case),Paper,1,153.48,0.05,6.14,122.78,116.64,Direct,True,2005-02-19,300.62
DM-010056,2005-02-10,2005,2,Stanley Hudson,Buffalo Accounting #35,Mid-Market,Scranton,Northeast,Shredder Bags (Pack),Office Supplies,3,39.75,0.05,5.98,119.28,113.3,Email,False,,71.55
DM-010063,2005-02-10,2005,2,Jim Halpert,Syracuse Insurance #43,Government,Dunmore,Northeast,Copy Paper - Legal (Case),Paper,5,121.32,0.0,0.0,606.6,606.6,Direct,False,,229.05
DM-006284,2005-02-10,2005,2,Jim Halpert,Utica Insurance #38,Government,Scranton,Northeast,Sticky Notes (Pack),Office Supplies,10,16.92,0.0,0.0,169.27,169.27,Email,False,,50.7
DM-011939,2005-02-11,2005,2,Stanley Hudson,Scranton Law Firm #12,Government,Dunmore,Northeast,Copy Paper - Premium (Case),Paper,3,129.57,0.0,0.0,388.75,388.75,Email,False,,230.95
DM-010057,2005-02-11,2005,2,Phyllis Vance,Syracuse Law Firm #33,Internal,Nashua,Northeast,Sticky Notes (Pack),Office Supplies,1,18.55,0.0,0.0,18.55,18.55,Referral,False,,33.35
DM-001036,2005-02-11,2005,2,Dwight Schrute,Utica Dental #82,SMB,Scranton,Northeast,Copy Paper - Premium (Case),Paper,4,148.45,0.2,115.8,578.92,463.12,Direct,False,,577.4
DM-010051,2005-02-12,2005,2,Jim Halpert,Rochester Insurance #48,SMB,Scranton,Northeast,Printer Ink - Color,Ink & Toner,3,78.72,0.0,0.0,236.18,236.18,Direct,True,2005-02-20,143.12
DM-010062,2005-02-12,2005,2,Jim Halpert,Utica Logistics #79,Education,Syracuse,Northeast,Copy Paper - Legal (Case),Paper,12,116.08,0.1,139.3,1392.9,1253.6,Direct,False,,229.05
DM-014135,2005-02-13,2005,2,Stanley Hudson,Buffalo Accounting #133,SMB,Scranton,Northeast,Shredder Bags (Pack),Office Supplies,5,36.52,0.0,0.0,182.62,182.62,Direct,False,,68.68
DM-006287,2005-02-13,2005,2,Jim Halpert,Utica Law Firm #1,Education,Lewistown,Mid-Atlantic,Printer Ink - Color,Ink & Toner,4,78.22,0.1,31.3,312.88,281.58,Direct,False,,217.58
DM-011941,2005-02-13,2005,2,Jim Halpert,Nashua Dental #4,Internal,Stamford,Northeast,Envelopes - #10 (Box),Office Supplies,3,28.4,0.05,4.25,85.22,80.97,Email,True,2005-02-23,50.35
DM-018928,2005-02-13,2005,2,Dwight Schrute,Nashua Dental #32,Internal,Stamford,Northeast,Sticky Notes (Pack),Office Supplies,16,16.15,0.05,12.61,251.94,239.33,Trade Show,False,,24.02
DM-011933,2005-02-13,2005,2,Phyllis Vance,Utica Manufacturing #78,SMB,Scranton,Northeast,Pens - Ballpoint (Box),Office Supplies,2,20.7,0.0,0.0,41.38,41.38,Referral,False,,37.75
DM-018929,2005-02-13,2005,2,Ryan Howard,Akron Manufacturing #17,Government,Albany,Northeast,File Folders (Box),Office Supplies,2,42.65,0.05,3.41,68.26,64.85,Phone,False,,54.95
DM-001055,2005-02-14,2005,2,Ryan Howard,Utica Law Firm #1,Education,Lewistown,Mid-Atlantic,File Folders (Box),Office Supplies,2,37.9,0.05,3.79,75.78,71.99,Email,False,,167.9
DM-006279,2005-02-14,2005,2,Dwight Schrute,Buffalo Logistics #91,Mid-Market,Philadelphia,Mid-Atlantic,Copy Paper - Premium (Case),Paper,5,126.85,0.0,0.0,659.59,659.59,Direct,False,,398.92
DM-001046,2005-02-14,2005,2,Jim Halpert,Utica Dental #82,SMB,Scranton,Northeast,Copy Paper - Letter (Case),Paper,5,104.6,0.15,78.45,522.95,444.5,Trade Show,False,,451.4
DM-006273,2005-02-15,2005,2,Jim Halpert,Utica Accounting #254,Education,Lewistown,Mid-Atlantic,Sticky Notes (Pack),Office Supplies,1,18.8,0.0,0.0,18.8,18.8,Email,False,,50.7
DM-010052,2005-02-16,2005,2,Phyllis Vance,Albany Logistics #19,Education,Syracuse,Northeast,Sticky Notes (Pack),Office Supplies,5,18.15,0.05,4.55,90.8,86.25,Trade Show,False,,33.35
DM-006276,2005-02-16,2005,2,Phyllis Vance,Nashua Dental #4,SMB,Scranton,Northeast,Recycled Paper - Letter (Case),Paper,3,94.43,0.15,42.5,283.27,240.78,Direct,True,2005-02-28,290.1
DM-010039,2005-02-16,2005,2,Dwight Schrute,Buffalo Dental #75,SMB,Scranton,Northeast,Copy Paper - Legal (Case),Paper,3,113.05,0.05,14.69,293.93,279.24,Referral,False,,229.05
DM-018925,2005-02-16,2005,2,Stanley Hudson,Buffalo Logistics #239,Mid-Market,Philadelphia,Mid-Atlantic,Laser Toner - Color,Ink & Toner,4,295.48,0.15,177.3,1181.92,1004.62,Direct,False,,412.33
DM-006285,2005-02-16,2005,2,Dwight Schrute,Utica Law Firm #1,Enterprise,Tallahassee,Southeast,Copy Paper - Legal (Case),Paper,6,114.9,0.0,0.0,746.85,746.85,Direct,False,,348.15
DM-006278,2005-02-17,2005,2,Dwight Schrute,Scranton Dental #213,Education,Syracuse,Northeast,Cardstock - White (Pack),Paper,8,52.55,0.0,0.0,409.89,409.89,Phone,False,,145.02
DM-014136,2005-02-17,2005,2,Dwight Schrute,Utica Accounting #25,Enterprise,Scranton,Northeast,Copy Paper - Premium (Case),Paper,1,127.93,0.15,24.96,166.31,141.34,Phone,False,,251.95
