order_id,order_date,year,month,salesperson,client_name,client_segment,client_city,region,product_name,product_category,quantity,unit_price,discount_pct,discount_amount,gross_revenue,net_revenue,channel,is_returned,return_date,monthly_target
DM-011921,2005-01-10,2005,1,Dwight Schrute,Utica Law Firm #52,SMB,Scranton,Northeast,Recycled Paper - Letter (Case),Paper,5,394.72,0.0,0.0,1973.44,1973.44,Referral,False,,699.01
DM-010011,2005-01-11,2005,1,Karen Filippelli,Nashua Medical Center #3,Education,Syracuse,Northeast,Sticky Notes (Pack),Office Supplies,2,67.26,0.05,6.74,134.43,127.68,Phone,False,,138.89
DM-010015,2005-01-11,2005,1,Andy Bernard,Scranton Law Firm #26,Enterprise,Pittsburgh,Mid-Atlantic,Envelopes - #10 (Box),Office Supplies,10,116.09,0.0,0.0,1160.71,1160.71,Direct,False,,238.16
DM-011922,2005-01-11,2005,1,Jim Halpert,Albany Logistics #19,Education,Lewistown,Mid-Atlantic,Copy Paper - Premium (Case),Paper,3,548.34,0.0,0.0,1645.11,1645.11,Referral,False,,961.21
DM-014133,2005-01-12,2005,1,Dwight Schrute,Utica Law Firm #1,SMB,Scranton,Northeast,Color Copy Paper (Pack),Paper,10,285.0,0.05,142.5,2850.28,2707.78,Direct,True,2005-02-04,552.8
DM-001026,2005-01-12,2005,1,Andy Bernard,Akron Manufacturing #11,Education,Syracuse,Northeast,Envelopes - #10 (Box),Office Supplies,3,118.08,0.05,17.67,354.26,336.58,Direct,False,,523.92
DM-001010,2005-01-13,2005,1,Jim Halpert,Utica Paper Supply #92,Mid-Market,Scranton,Northeast,Laser Toner - Black,Ink & Toner,2,915.52,0.15,274.64,1830.94,1556.29,Email,False,,3932.52
DM-001027,2005-01-13,2005,1,Dwight Schrute,Albany Logistics #9,Internal,Stamford,Northeast,DM Executive Binder,Office Supplies,2,117.32,0.0,0.0,234.56,234.56,Direct,False,,567.62
DM-010027,2005-01-13,2005,1,Andy Bernard,Buffalo Logistics #60,Government,Dunmore,Northeast,Envelopes - #10 (Box),Office Supplies,12,105.54,0.15,190.1,1267.02,1076.92,Email,False,,238.16
DM-001011,2005-01-13,2005,1,Karen Filippelli,Syracuse Law Firm #61,Government,Scranton,Northeast,Pens - Ballpoint (Box),Office Supplies,2,81.99,0.05,8.17,163.88,155.71,Phone,False,,392.82
DM-006271,2005-01-13,2005,1,Dwight Schrute,Albany Paper Supply #5,Enterprise,Pittsburgh,Mid-Atlantic,Sticky Notes (Pack),Office Supplies,2,71.06,0.05,7.12,142.02,134.9,Direct,False,,211.09
DM-006269,2005-01-14,2005,1,Stanley Hudson,Buffalo Logistics #233,Mid-Market,Philadelphia,Mid-Atlantic,Specialty Paper - Glossy (Pack),Paper,5,332.5,0.2,332.5,1662.5,1330.0,Referral,False,,1056.4
DM-001003,2005-01-14,2005,1,Phyllis Vance,Utica Logistics #45,Mid-Market,Philadelphia,Mid-Atlantic,DM Executive Binder,Office Supplies,1,132.43,0.0,0.0,132.43,132.43,Direct,False,,567.62
DM-018924,2005-01-15,2005,1,Stanley Hudson,Syracuse Manufacturing #41,SMB,Scranton,Northeast,Specialty Paper - Glossy (Pack),Paper,5,313.69,0.05,78.47,1568.45,1489.98,Direct,False,,500.46
DM-001014,2005-01-15,2005,1,Jim Halpert,Rochester Law Firm #195,Mid-Market,Philadelphia,Mid-Atlantic,Copy Paper - Tabloid (Case),Paper,24,632.98,0.0,0.0,15190.78,15190.78,Email,False,,2752.62
DM-010021,2005-01-16,2005,1,Ryan Howard,Buffalo Paper Supply #2,Mid-Market,Scranton,Northeast,Copy Paper - Premium (Case),Paper,3,505.4,0.0,0.0,1516.2,1516.2,Direct,False,,1092.31
DM-010035,2005-01-16,2005,1,Dwight Schrute,Nashua Dental #99,Government,Dunmore,Northeast,Recycled Paper - Letter (Case),Paper,4,355.96,0.0,0.0,1423.67,1423.67,Direct,False,,794.39
DM-006270,2005-01-17,2005,1,Ryan Howard,Nashua Law Firm #265,Education,Syracuse,Northeast,Cardstock - White (Pack),Paper,3,180.79,0.0,0.0,542.26,542.26,Phone,False,,603.54
DM-010028,2005-01-17,2005,1,Jim Halpert,Buffalo Logistics #60,Mid-Market,New York,Northeast,Specialty Paper - Glossy (Pack),Paper,6,309.42,0.1,185.72,1856.78,1671.05,Phone,False,,695.02
DM-001017,2005-01-17,2005,1,Phyllis Vance,Utica Medical Center #211,SMB,Scranton,Northeast,Manila Folders (Pack),Office Supplies,1,98.9,0.05,4.94,98.9,93.96,Phone,False,,436.52
DM-001009,2005-01-18,2005,1,Jim Halpert,Utica Law Firm #52,Education,Lewistown,Mid-Atlantic,Printer Ink - Color,Ink & Toner,2,297.16,0.0,0.0,594.22,594.22,Email,False,,1310.52
DM-001023,2005-01-18,2005,1,Dwight Schrute,Buffalo Logistics #60,SMB,Carbondale,Northeast,Printer Ink - Color,Ink & Toner,2,265.33,0.05,26.5,530.67,504.16,Trade Show,False,,1310.52
DM-001001,2005-01-18,2005,1,Stanley Hudson,Buffalo Accounting #73,SMB,Carbondale,Northeast,Copy Paper - Premium (Case),Paper,3,483.08,0.0,0.0,1449.32,1449.32,Direct,False,,2403.02
DM-011924,2005-01-18,2005,1,Karen Filippelli,Scranton Accounting #6,Mid-Market,Scranton,Northeast,Pens - Ballpoint (Box),Office Supplies,1,83.98,0.15,12.64,83.98,71.34,Email,False,,157.13
DM-001015,2005-01-18,2005,1,Jim Halpert,Utica Law Firm #1,Government,Dunmore,Northeast,Laser Toner - Black,Ink & Toner,4,801.8,0.0,0.0,3207.1,3207.1,Referral,False,,3932.52
DM-001025,2005-01-19,2005,1,Jim Halpert,Albany Paper Supply #5,Enterprise,Pittsburgh,Mid-Atlantic,Shredder Bags (Pack),Office Supplies,2,141.84,0.0,0.0,283.58,283.58,Email,False,,655.02
DM-010025,2005-01-19,2005,1,Dwight Schrute,Akron Manufacturing #11,Mid-Market,Philadelphia,Mid-Atlantic,DM Executive Binder,Office Supplies,12,117.8,0.0,0.0,1413.22,1413.22,Direct,False,,258.02
DM-001012,2005-01-19,2005,1,Stanley Hudson,Utica Law Firm #1,Enterprise,New York,Northeast,File Folders (Box),Office Supplies,2,163.97,0.05,16.43,328.04,311.6,Direct,False,,698.72
DM-011926,2005-01-20,2005,1,Dwight Schrute,Buffalo Dental #49,SMB,Scranton,Northeast,Sticky Notes (Pack),Office Supplies,3,65.17,0.05,9.78,195.42,185.63,Direct,False,,122.17
DM-010009,2005-01-20,2005,1,Jim Halpert,Buffalo Medical Center #42,Education,Lewistown,Mid-Atlantic,DM Executive Binder,Office Supplies,1,127.87,0.05,6.36,127.87,121.5,Direct,False,,258.02
DM-006263,2005-01-20,2005,1,Dwight Schrute,Nashua Law Firm #15,Government,Scranton,Northeast,Sticky Notes (Pack),Office Supplies,3,63.36,0.05,9.5,190.19,180.69,Email,False,,211.09
DM-001021,2005-01-20,2005,1,Phyllis Vance,Utica Law Firm #1,SMB,Scranton,Northeast,Envelopes - #10 (Box),Office Supplies,12,118.56,0.05,71.16,1422.72,1351.56,Direct,False,,523.92
DM-018921,2005-01-20,2005,1,Dwight Schrute,Buffalo Paper Supply #2,Enterprise,Tallahassee,Southeast,Laser Toner - Color,Ink & Toner,5,1219.32,0.05,304.86,6096.44,5791.58,Direct,False,,1716.08
DM-001008,2005-01-20,2005,1,Phyllis Vance,Utica Law Firm #1,Mid-Market,Scranton,Northeast,Color Copy Paper (Pack),Paper,5,260.58,0.0,0.0,1302.83,1302.83,Phone,False,,1266.82
DM-014131,2005-01-20,2005,1,Dwight Schrute,Nashua Paper Supply #36,Enterprise,Pittsburgh,Mid-Atlantic,Printer Ink - Black,Ink & Toner,12,248.04,0.0,0.0,2976.92,2976.92,Referral,False,,476.52
DM-001007,2005-01-21,2005,1,Dwight Schrute,Nashua Accounting #93,SMB,Scranton,Northeast,Stapler - Heavy Duty,Office Supplies,2,172.04,0.0,0.0,344.0,344.0,Phone,False,,829.82
DM-001000,2005-01-21,2005,1,Stanley Hudson,Utica Law Firm #115,SMB,Scranton,Northeast,Cardstock - White (Pack),Paper,5,182.12,0.0,0.0,910.77,910.77,Email,False,,873.52
DM-001022,2005-01-22,2005,1,Dwight Schrute,Scranton Accounting #6,Enterprise,Ithaca,Northeast,Stapler - Heavy Duty,Office Supplies,10,178.98,0.0,0.0,1790.08,1790.08,Direct,False,,829.82
DM-018920,2005-01-22,2005,1,Dwight Schrute,Akron Accounting #13,Mid-Market,New York,Northeast,Copy Paper - Legal (Case),Paper,12,445.26,0.0,0.0,5343.46,5343.46,Phone,False,,686.38
DM-006262,2005-01-23,2005,1,Jim Halpert,Buffalo Accounting #8,Government,Dunmore,Northeast,DM Executive Binder,Office Supplies,2,124.45,0.0,0.0,248.8,248.8,Direct,False,,392.16
DM-010014,2005-01-23,2005,1,Phyllis Vance,Buffalo Logistics #58,SMB,Scranton,Northeast,Envelopes - #10 (Box),Office Supplies,1,108.01,0.0,0.0,108.01,108.01,Referral,False,,238.16
DM-010034,2005-01-24,2005,1,Stanley Hudson,Scranton Accounting #272,Enterprise,New York,Northeast,Copy Paper - Tabloid (Case),Paper,10,620.82,0.0,0.0,6207.78,6207.78,Trade Show,False,,1251.25
DM-010032,2005-01-24,2005,1,Michael Scott,Utica Law Firm #1,Enterprise,Tallahassee,Southeast,Envelopes - #10 (Box),Office Supplies,12,105.16,0.15,189.34,1262.17,1072.84,Email,False,,238.16
DM-006264,2005-01-24,2005,1,Jim Halpert,Akron Dental #269,Enterprise,New York,Northeast,Copy Paper - Letter (Case),Paper,1,388.17,0.0,0.0,388.17,388.17,Phone,False,,1297.98
DM-001016,2005-01-24,2005,1,Dwight Schrute,Nashua Dental #4,Enterprise,Tallahassee,Southeast,Laser Toner - Black,Ink & Toner,6,855.95,0.0,0.0,5135.7,5135.7,Email,False,,3932.52
DM-006260,2005-01-25,2005,1,Stanley Hudson,Buffalo Paper Supply #2,SMB,Scranton,Northeast,Pens - Ballpoint (Box),Office Supplies,2,87.3,0.05,8.74,174.61,165.87,Phone,False,,271.42
DM-001020,2005-01-25,2005,1,Jim Halpert,Albany Logistics #9,Government,Dunmore,Northeast,Specialty Paper - Glossy (Pack),Paper,1,340.86,0.15,51.11,340.86,289.75,Phone,False,,1529.02
DM-018922,2005-01-26,2005,1,Ryan Howard,Utica Law Firm #182,Enterprise,Tallahassee,Southeast,Envelopes - #10 (Box),Office Supplies,3,119.79,0.0,0.0,359.48,359.48,Email,False,,171.48
DM-001004,2005-01-28,2005,1,Jim Halpert,Nashua Accounting #93,Internal,Utica,Northeast,Stapler - Heavy Duty,Office Supplies,2,167.2,0.0,0.0,334.5,334.5,Trade Show,False,,829.82
DM-006261,2005-01-28,2005,1,Stanley Hudson,Buffalo Dental #49,Enterprise,Ithaca,Northeast,Specialty Paper - Glossy (Pack),Paper,5,358.05,0.05,89.49,1790.28,1700.78,Phone,False,,1056.4
DM-010026,2005-01-28,2005,1,Andy Bernard,Albany Logistics #9,Education,Syracuse,Northeast,Envelopes - #10 (Box),Office Supplies,3,108.01,0.05,16.24,324.14,307.9,Trade Show,False,,238.16
DM-010030,2005-01-28,2005,1,Phyllis Vance,Akron Law Firm #178,Enterprise,Philadelphia,Mid-Atlantic,Laser Toner - Black,Ink & Toner,1,921.02,0.05,46.08,921.02,874.95,Direct,False,,1787.52
DM-014132,2005-01-28,2005,1,Stanley Hudson,Utica Manufacturing #227,Education,Lewistown,Mid-Atlantic,Copy Paper - Legal (Case),Paper,12,427.78,0.2,1026.66,5133.23,4106.56,Phone,False,,915.14
DM-011925,2005-01-28,2005,1,Jim Halpert,Albany Paper Supply #5,Mid-Market,New York,Northeast,Pens - Ballpoint (Box),Office Supplies,10,90.63,0.0,0.0,906.4,906.4,Email,False,,157.13
DM-010019,2005-01-28,2005,1,Andy Bernard,Syracuse Manufacturing #41,Mid-Market,Philadelphia,Mid-Atlantic,Shredder Bags (Pack),Office Supplies,6,139.74,0.0,0.0,838.18,838.18,Direct,False,,297.73
DM-001024,2005-01-28,2005,1,Dwight Schrute,Utica Logistics #29,Mid-Market,Scranton,Northeast,DM Executive Binder,Office Supplies,3,119.04,0.0,0.0,357.1,357.1,Email,False,,567.62
DM-006268,2005-01-28,2005,1,Dwight Schrute,Albany Logistics #193,Mid-Market,Harrisburg,Mid-Atlantic,Envelopes - #10 (Box),Office Supplies,1,105.45,0.2,21.09,105.45,84.36,Direct,False,,362.04
DM-014138,2005-02-01,2005,2,Ryan Howard,Nashua Medical Center #3,SMB,Scranton,Northeast,Copy Paper - Tabloid (Case),Paper,2,601.83,0.0,0.0,1203.65,1203.65,Direct,False,,1096.68
DM-001050,2005-02-01,2005,2,Andy Bernard,Scranton Accounting #297,Mid-Market,Philadelphia,Mid-Atlantic,Cardstock - White (Pack),Paper,1,203.96,0.0,0.0,203.96,203.96,Phone,False,,797.62
DM-014141,2005-02-01,2005,2,Andy Bernard,Scranton Law Firm #12,SMB,Scranton,Northeast,Copy Paper - Premium (Case),Paper,3,506.54,0.1,152.0,1519.72,1367.72,Phone,False,,957.41
DM-011932,2005-02-01,2005,2,Phyllis Vance,Akron Accounting #200,Enterprise,New York,Northeast,Shredder Bags (Pack),Office Supplies,4,138.04,0.15,82.74,551.95,469.2,Direct,False,,239.21
DM-006280,2005-02-02,2005,2,Dwight Schrute,Akron Dental #269,Enterprise,Scranton,Northeast,Copy Paper - Legal (Case),Paper,2,441.37,0.15,132.43,882.74,750.31,Direct,False,,1322.97
DM-010041,2005-02-02,2005,2,Ryan Howard,Nashua Accounting #249,Education,Syracuse,Northeast,Manila Folders (Pack),Office Supplies,1,97.76,0.05,4.84,97.76,92.91,Email,False,,181.16
DM-001033,2005-02-02,2005,2,Dwight Schrute,Syracuse Logistics #181,Mid-Market,Scranton,Northeast,Copy Paper - Tabloid (Case),Paper,10,557.08,0.0,0.0,5570.9,5570.9,Phone,False,,2513.32
DM-006277,2005-02-02,2005,2,Phyllis Vance,Akron Accounting #13,Enterprise,Philadelphia,Mid-Atlantic,Pens - Ballpoint (Box),Office Supplies,12,89.01,0.05,53.39,1067.9,1014.51,Direct,False,,247.86
DM-001030,2005-02-02,2005,2,Dwight Schrute,Buffalo Paper Supply #2,Government,Albany,Northeast,Color Copy Paper (Pack),Paper,1,270.56,0.15,40.56,270.56,230.0,Direct,False,,1156.72
DM-001041,2005-02-02,2005,2,Stanley Hudson,Buffalo Accounting #8,Internal,Nashua,Northeast,Copy Paper - Premium (Case),Paper,3,503.78,0.0,0.0,1511.26,1511.26,Phone,False,,2194.12
DM-010054,2005-02-03,2005,2,Dwight Schrute,Buffalo Logistics #58,Enterprise,Pittsburgh,Mid-Atlantic,Copy Paper - Letter (Case),Paper,5,434.34,0.05,108.58,2171.7,2063.11,Direct,False,,779.66
DM-001059,2005-02-05,2005,2,Stanley Hudson,Albany Paper Supply #138,SMB,Scranton,Northeast,Copy Paper - Letter (Case),Paper,2,406.79,0.1,81.32,813.58,732.26,Phone,False,,1715.32
DM-018926,2005-02-05,2005,2,Dwight Schrute,Syracuse Dental #120,SMB,Scranton,Northeast,Stapler - Heavy Duty,Office Supplies,3,181.45,0.0,0.0,544.26,544.26,Direct,False,,247.95
DM-014140,2005-02-06,2005,2,Phyllis Vance,Nashua Dental #154,Mid-Market,Philadelphia,Mid-Atlantic,Specialty Paper - Glossy (Pack),Paper,4,317.02,0.0,0.0,1267.96,1267.96,Phone,False,,609.23
DM-001053,2005-02-07,2005,2,Jim Halpert,Utica Logistics #29,Education,Syracuse,Northeast,Stapler - Heavy Duty,Office Supplies,1,185.15,0.0,0.0,185.15,185.15,Email,False,,757.72
DM-001040,2005-02-07,2005,2,Stanley Hudson,Nashua Dental #4,SMB,Scranton,Northeast,DM Executive Binder,Office Supplies,5,130.34,0.05,32.58,651.89,619.3,Trade Show,False,,518.32
DM-001057,2005-02-07,2005,2,Jim Halpert,Akron Paper Supply #59,Enterprise,Pittsburgh,Mid-Atlantic,Copy Paper - Tabloid (Case),Paper,6,642.39,0.1,385.51,3854.62,3469.12,Direct,False,,2513.32
DM-010059,2005-02-07,2005,2,Jim Halpert,Nashua Accounting #249,Mid-Market,Scranton,Northeast,File Folders (Box),Office Supplies,24,144.78,0.05,173.76,3475.76,3302.01,Referral,False,,290.04
DM-014139,2005-02-07,2005,2,Jim Halpert,Buffalo Medical Center #42,Mid-Market,New York,Northeast,Copy Paper - Premium (Case),Paper,4,531.43,0.0,0.0,2125.62,2125.62,Direct,False,,957.41
DM-001062,2005-02-08,2005,2,Dwight Schrute,Rochester Paper Supply #126,Enterprise,Ithaca,Northeast,Cardstock - White (Pack),Paper,1,188.86,0.05,9.4,188.86,179.46,Direct,False,,797.62
DM-011934,2005-02-08,2005,2,Stanley Hudson,Syracuse Insurance #153,Government,Dunmore,Northeast,Envelopes - #10 (Box),Office Supplies,6,122.36,0.05,36.67,734.26,697.58,Referral,False,,191.33
DM-001037,2005-02-09,2005,2,Dwight Schrute,Akron Manufacturing #17,Enterprise,New York,Northeast,Recycled Paper - Letter (Case),Paper,10,402.99,0.0,0.0,4029.62,4029.62,Email,False,,1595.62
DM-018927,2005-02-09,2005,2,Stanley Hudson,Nashua Dental #310,Education,Lewistown,Mid-Atlantic,Laser Toner - Color,Ink & Toner,5,1100.77,0.15,825.64,5504.02,4678.37,Direct,False,,1566.84
DM-018932,2005-02-09,2005,2,Stanley Hudson,Albany Dental #118,Mid-Market,New York,Northeast,Printer Ink - Black,Ink & Toner,6,242.06,0.05,72.58,1452.26,1379.68,Direct,False,,326.32
DM-001049,2005-02-09,2005,2,Stanley Hudson,Buffalo Medical Center #205,Government,Dunmore,Northeast,Copy Paper - Premium (Case),Paper,2,534.18,0.0,0.0,1068.46,1068.46,Phone,False,,2194.12
DM-011937,2005-02-09,2005,2,Jim Halpert,Utica Insurance #38,Internal,Stamford,Northeast,Shredder Bags (Pack),Office Supplies,3,142.12,0.1,42.66,426.26,383.61,Email,False,,239.21
DM-001042,2005-02-09,2005,2,Phyllis Vance,Akron Manufacturing #11,Enterprise,Philadelphia,Mid-Atlantic,Color Copy Paper (Pack),Paper,3,284.43,0.05,42.66,853.38,810.73,Referral,False,,1156.72
DM-001035,2005-02-09,2005,2,Jim Halpert,Buffalo Accounting #35,Education,Lewistown,Mid-Atlantic,Printer Ink - Black,Ink & Toner,5,227.52,0.0,0.0,1137.44,1137.44,Direct,False,,997.12
DM-014137,2005-02-10,2005,2,Dwight Schrute,Akron Manufacturing #11,Enterprise,Philadelphia,Mid-Atlantic,Laser Toner - Black,Ink & Toner,2,878.18,0.0,0.0,1756.46,1756.46,Email,True,2005-02-13,1566.84
DM-014134,2005-02-10,2005,2,Phyllis Vance,Buffalo Accounting #73,Enterprise,Philadelphia,Mid-Atlantic,Laser Toner - Color,Ink & Toner,3,1095.44,0.05,164.35,3286.43,3122.08,Email,False,,2089.14
DM-001056,2005-02-10,2005,2,Dwight Schrute,Albany Dental #145,SMB,Scranton,Northeast,Laser Toner - Color,Ink & Toner,3,1154.54,0.05,173.18,3463.51,3290.32,Phone,False,,4787.62
DM-010055,2005-02-10,2005,2,Ryan Howard,Buffalo Paper Supply #2,Mid-Market,New York,Northeast,Copy Paper - Tabloid (Case),Paper,2,583.21,0.05,58.33,1166.41,1108.08,Direct,True,2005-02-19,1142.38
DM-010056,2005-02-10,2005,2,Stanley Hudson,Buffalo Accounting #35,Mid-Market,Scranton,Northeast,Shredder Bags (Pack),Office Supplies,3,151.05,0.05,22.7,453.24,430.54,Email,False,,271.89
DM-010063,2005-02-10,2005,2,Jim Halpert,Syracuse Insurance #43,Government,Dunmore,Northeast,Copy Paper - Legal (Case),Paper,5,461.04,0.0,0.0,2305.08,2305.08,Direct,False,,870.39
DM-006284,2005-02-10,2005,2,Jim Halpert,Utica Insurance #38,Government,Scranton,Northeast,Sticky Notes (Pack),Office Supplies,10,64.32,0.0,0.0,643.24,643.24,Email,False,,192.66
DM-011939,2005-02-11,2005,2,Stanley Hudson,Scranton Law Firm #12,Government,Dunmore,Northeast,Copy Paper - Premium (Case),Paper,3,492.38,0.0,0.0,1477.25,1477.25,Email,False,,877.61
DM-010057,2005-02-11,2005,2,Phyllis Vance,Syracuse Law Firm #33,Internal,Nashua,Northeast,Sticky Notes (Pack),Office Supplies,1,70.49,0.0,0.0,70.49,70.49,Referral,False,,126.73
DM-001036,2005-02-11,2005,2,Dwight Schrute,Utica Dental #82,SMB,Scranton,Northeast,Copy Paper - Premium (Case),Paper,3,564.11,0.2,338.48,1692.24,1353.75,Direct,False,,2194.12
DM-001044,2005-02-12,2005,2,Karen Filippelli,Akron Manufacturing #11,Enterprise,New York,Northeast,Copy Paper - Legal (Case),Paper,2,437.66,0.0,0.0,875.23,875.23,Trade Show,False,,1914.82
